## ú = \'u text
## û = \^u text
## ü = \"u text
## ý = \'y text
\u00FE = \th text
## ÿ = \"y text
## Ā = \=A text
## ā = \=a text
## Ă = \u{A} text
## ă = \u{a} text
## Ą = \k{A} text
## ą = \k{a} text
## Ć = \'C text
## ć = \'c text
## Ĉ = \^C text
## ĉ = \^c text
## Ċ = \.C text
## ċ = \.c text
## Č = \v{C} text
## č = \v{c} text
## Ď = \v{D} text
## ď = \v{d} text
\u0110 = \DJ text
\u0111 = \dj text
## Ē = \=E text
## ē = \=e text
## Ĕ = \u{E} text
## ĕ = \u{e} text
## Ė = \.E text
## ė = \.e text
## Ę = \k{E} text
## ę = \k{e} text
## Ě = \v{E} text
## ě = \v{e} text
## Ĝ = \^G text
## ĝ = \^g text
## Ğ = \u{G} text
## ğ = \u{g} text
## Ġ = \.G text
## ġ = \.g text
## Ģ = \c{G} text
## ģ = \c{g} text
## Ĥ = \^H text
## ĥ = \^h text
\u0127 = \hbar math
\u0127 = \textcrh text.tipa
## Ĩ = \~I text
## ĩ = \~i text
## Ī = \=I text
## ī = \=i text
## Ĭ = \u{I} text
i\u0306 = @{\u \i}@ text
## Į = \k{I} text
## į = \k{i} text
## İ = \.I text
\u0131 = \i text
\u0131 = \imath math
\u0132 = \IJ text
\u0133 = \ij text
## Ĵ = \^J text
j\u0302 = \^\j text
## Ķ = \c{K} text
## ķ = \c{k} text
\u0138 = ?? text.tipa
## Ĺ = \'L text
## ĺ = \'l text
## Ļ = \c{L} text
## ļ = \c{l} text
## Ľ = \v{L} text
## ľ = \v{l} text
\u0141 = \L text
\u0142 = \l text
## Ń = \'N text
## ń = \'n text
## Ņ = \c{N} text
## ņ = \c{n} text
## Ň = \v{N} text
## ň = \v{n} text
\u0149 > 'n text
\u014A = \NG text
\u014B = \ng text
## Ō = \=O text
## ō = \=o text
## Ŏ = \u{O} text
## ŏ = \u{o} text
## Ő = \H{O} text
## ő = \H{o} text
\u0152 = \OE text
\u0153 = \oe text
## Ŕ = \'R text
## ŕ = \'r text
## Ŗ = \c{R} text
## ŗ = \c{r} text
## Ř = \v{R} text
## ř = \v{r} text
## Ś = \'S text
## ś = \'s text
## Ŝ = \^S text
## ŝ = \^s text
## Ş = \c{S} text
## ş = \c{s} text
## Š = \v{S} text
## š = \v{s} text
## Ţ = \c{T} text
## ţ = \c{t} text
## Ť = \v{T} text
## ť = \v{t} text
## Ũ = \~U text
## ũ = \~u text
## Ū = \=U text
## ū = \=u text
## Ŭ = \u{U} text
## ŭ = \u{u} text
U\u030A < @{\r U}@
## Ů = \r{U} text
u\u030A < @{\r u}@
u\u030A < \ocirc{u}
## ů = \r{u} text
## Ű = \H{U} text
## ű = \H{u} text
## Ų = \k{U} text
## ų = \k{u} text
## Ŵ = \^W text
## ŵ = \^w text
## Ŷ = \^Y text
## ŷ = \^y text
## Ÿ = \"Y text
## Ź = \'Z text
## ź = \'z text
## Ż = \.Z text
## ż = \.z text
## Ž = \v{Z} text
## ž = \v{z} text
\u017F > s text
\u0192 > f math
\u0195 = \texthvlig text.tipa
\u019E = \textipa{\textnrleg} text.tipa
\u01AA = \textesh text
\u01C2 = \textdoublepipe text
i\u030C = \v{\i} text
j\u030C = \v{\j} text
i\u0308 = \"{\i} text
i\u0302 = \^{\i} text
i\u0303 = \~{\i} text
## Ǎ = \v{A} text
## ǎ = \v{a} text
## Ǐ = \v{I} text
## ǐ = \v{i} text
## Ǒ = \v{O} text
## ǒ = \v{o} text
## Ǔ = \v{U} text
## ǔ = \v{u} text
## Ǧ = \v{G} text
## ǧ = \v{g} text
## Ǩ = \v{K} text
## ǩ = \v{k} text
## Ǫ = \k{O} text
## ǫ = \k{o} text
## ǰ = \v{j} text
## Ǵ = \'G text
## ǵ = \'g text
## Ȩ = \c{E} text
## ȩ = \c{e} text
\u0237 = \jmath math
\u0250 = \textipa{\textturna} text.tipa
\u0252 = textipa{\textopeno} text.tipa
\u0254 = \textipa{O} text.tipa
\u0256 < \textsubbridge{d} text.tipa
\u0256 = \textrtaild text.tipa
\u0259 = \textschwa text.tipa
\u025B = \varepsilon math
\u0261 > g text
\u0263 = \gamma math
\u0264 = \textrevscripta text.tipa
\u026F = \textturnm text.ipa
\u0278 = \textphi text.tipa
\u029E = \textturnk text.tipa
\u02B0 = \textsuperscript{h} text
\u02B0 = ^{h} math
\u02B2 = \textsuperscript{j} text
\u02B2 = ^{j} math
\u02B3 = \textsuperscript{r} text
\u02B3 = ^{r} math
\u02B7 = \textsuperscript{w} text
\u02B7 = ^{w} math
\u02B8 = \textsuperscript{y} text
\u02B8 = ^{y} math
\u02B9 > ' text
\u02BB > ' text
\u02BC > ' text
\u02BD > ' text
\u02BF = \lasp text.mathscinet
\u02C6 = \textasciicircum text
\u02C7 = \textasciicaron text
\u02C9 > - text
\u02D8 = \textasciibreve text
\u02D9 = \textperiodcentered text.textcomp
\u02DA > \r{} text
\u02DB > \k{} text
\u02DC = \texttildelow text
\u02DD < \H{} text
\u02DD = \textacutedbl text
\u02E1 = \textsuperscript{l} text
\u02E1 = ^{l} math
\u02E2 = \textsuperscript{s} text
\u02E2 = ^{s} math
\u02E3 = \textsuperscript{x} text
\u02E3 = ^{x} math
\u02E5 = \tone{55} text.tipa
\u02E6 = \tone{44} text.tipa
\u02E7 = \tone{33} text.tipa
\u02E8 = \tone{22} text.tipa
\u02E9 = \tone{11} text.tipa
\u0300 = \` text combining
\u0300 = \grave math.unicode-math combining
\u0300\u0304 = \textgravemacron text.tipa combining
\u0300\u0307 = \textgravedot text.tipa combining
\u0301 = \' text combining
\u0301 < \´ text combining
\u0301 = \acute math.unicode-math combining
\u0301\u0304 = \textacutemacron text.tipa combining
\u0301\u030C = \textacutewedge text.tipa combining
\u0302 < \widehat math.unicode-math combining
\u0302 = \hat math.unicode-math combining
\u0302 > \^ text combining
\u0302\u0307 = \textcircumdot text.tipa combining
\u0303 < \widetilde math.unicode-math combining
\u0303 = \tilde math.unicode-math combining
\u0303 = \~ text combining
\u0303\u0307 = \texttildedot text.tipa combining
\u0304 = \= text combining
\u0304 = \bar math.unicode-math combining
\u0304\u0300 > \textgravemacron text.tipa combining
\u0305 < \overbar math.unicode-math combining
\u0305 < \wideoverbar math.unicode-math combining
\u0305 = \overline math combining
\u0306 < \widebreve math.unicode-math combining
\u0306 = \breve math.unicode-math combining
\u0306 = \u text combining
\u0306\u0304 = \textbrevemacron text.tipa combining
\u0307 = \. text combining
\u0307 = \dot math.unicode-math combining
\u0307\u0301 = \textdotacute text.tipa combining
\u0307\u0306 > \textdotbreve text.tipa combining
\u0308 = \" text combining
\u0308 = \ddot math.unicode-math combining
\u0309 = \ovhook math.unicode-math
\u030A < \ocirc math.unicode-math combining
\u030A = \mathring math combining
\u030A = \r text combining
\u030A\u0304 = \textringmacron text.tipa combining
\u030B = \H text combining
\u030C < \widecheck math.unicode-math combining
\u030C = \check math.unicode-math combining
\u030C = \v text combining
\u030D = \textvbaraccent text.tipa combining
\u030E = \textdoublevbaraccent text.tipa combining
\u030F = \textdoublegrave text combining
\u0310 = \candra math.unicode-math combining
\u0310 = \textdotbreve text.tipa combining
\u0312 = \oturnedcomma math.unicode-math
\u0315 = \ocommatopright math.unicode-math
\u0316 = \textsubgrave text combining
\u0318 = \textadvancing text.tipa combining
\u0319 = \textretracting text.tipa combining
\u031A = \droang math.unicode-math combining
\u031A = \textcorner text.tipa combining
\u031C = \textsublhalfring text.tipa combining
\u031D = \textraising text.tipa combining
\u031E = \textlowering text.tipa combining
\u031F = \textsubplus text.tipa combining
\u0323 = \d text combining
\u0324 = \textsubumlaut text.tipa combining
\u0325 = \textsubring text.tipa combining
\u0326 = \textcommabelow text combining
\u0327 = \c text combining
\u0328 = \k text combining
\u0329 = \textsyllabic text.tipa combining
\u032A = \textsubbridge text.tipa combining
\u032C = \textsubwedge text.tipa combining
\u032F = \textsubarch text.tipa combining
\u0330 < \utilde math combining
\u0330 < \wideutilde math.unicode-math combining
\u0330 = \textsubtilde text.tipa combining
\u0331 = \textsubbar text.tipa combining
\u0331 = \underbar math combining
\u0332 < \mathunderbar math.unicode-math
\u0332 = \underline math
\u0334 = \textsuperimposetilde text.tipa combining
\u0338 < \notaccent math.unicode-math
\u0338 = \not math
\u0339 = \textsubrhalfring text.tipa combining
\u033A = \textinvsubbridge text.tipa combining
\u033B = \textsubsquare text.tipa combining
\u033C = \textseagull text.tipa combining
\u033D = \textovercross text.tipa combining
\u034D = \underleftrightarrow math.unicode-math
\u02B9 > ' text
\u0375 > , text
; > ; text
## Ά > \'A text
## Έ > \'E text
## Ή = \'H text
\u0399\u0301 = {\'{}I} text
\u039F\u0301 = {\'{}O} text
\u03A5\u0301 = \mathrm{'Y} math
\u03A9\u0301 = \mathrm{'\Omega} math
\u03B9\u0308\u0301 = \acute{\ddot{\iota}} math
\u0391 = \mupAlpha math.unicode-math
\u0391 > A math stopgap
\u0392 = \mupBeta math.unicode-math
\u0392 > B math stopgap
\u0393 < \varGamma
\u0393 < \textGamma text
\u0393 = \Gamma math
\u0393 = \mupGamma math.unicode-math
\u0394 = \Delta math
\u0394 = \mupDelta math.unicode-math
\u0395 < \mscrE math
\u0395 = \mupEpsilon math.unicode-math
\u0395 > E math stopgap
\u0396 = \mupZeta math.unicode-math
\u0396 > Z math stopgap
\u0397 = \mupEta math.unicode-math
\u0397 > H math stopgap
\u0398 = \Theta math
\u0398 = \mupTheta math.unicode-math
\u0399 = \mupIota math.unicode-math
\u0399 > I math stopgap
\u039A = \mupKappa math.unicode-math
\u039A > K math stopgap
\u039B = \Lambda math
\u039B = \mupLambda math.unicode-math
\u039C = \mupMu math.unicode-math
\u039C > M math stopgap
\u039D = \mupNu math.unicode-math
\u039D > N math stopgap
\u039E < \mupXi math.unicode-math
\u039E = \Xi math
\u039F = \mupOmicron math.unicode-math
\u039F > O math stopgap
\u03A0 < \mupPi math.unicode-math
\u03A0 = \Pi math
\u03A1 = \mupRho math.unicode-math
\u03A1 > P math stopgap
\u03A3 < \mupSigma math.unicode-math
\u03A3 = \Sigma math
\u03A4 = \mupTau math.unicode-math
\u03A4 > T math stopgap
\u03A5 < \mupUpsilon math.unicode-math
\u03A5 = \Upsilon math
\u03A6 < \mupPhi math.unicode-math
\u03A6 = \Phi math
\u03A7 = \mupChi math.unicode-math
\u03A7 > X math stopgap
\u03A8 < \mupPsi math.unicode-math
\u03A8 = \Psi math
\u03A9 < \mupOmega math.unicode-math
\u03A9 = \Omega math
\u0399\u0308 = \mathrm{\ddot{I}} math
\u03A5\u0308 = \mathrm{\ddot{Y}} math
\u03B1\u0301 = \acute{\alpha} math
\u03B5\u0301 = \acute{\epsilon} math
\u03B7\u0301 = \acute{\eta} math
\u03B9\u0301 = \acute{\iota} math
\u03C5\u0308\u0301 = \acute{\ddot{\upsilon}} math
\u03B1 < \mupalpha math.unicode-math
\u03B1 = \alpha math
\u03B1 = \textalpha text.textalpha
\u03B2 < \mupbeta math.unicode-math
\u03B2 = \beta math
\u03B3 < \mupgamma math.unicode-math
\u03B3 = \gamma math
\u03B4 < \mupdelta math.unicode-math
\u03B4 = \delta math
\u03B5 < \mupvarepsilon math.unicode-math
\u03B5 = \epsilon math
\u03B6 < \mupzeta math.unicode-math
\u03B6 = \zeta math
\u03B7 < \mupeta math.unicode-math
\u03B7 = \eta math
\u03B8 < \muptheta math.unicode-math
\u03B8 = \texttheta text
\u03B8 = \theta math
\u03B9 < \mupiota math.unicode-math
\u03B9 = \iota math
\u03BA < \mupkappa math.unicode-math
\u03BA = \kappa math
\u03BB < \muplambda math.unicode-math
\u03BB = \lambda math
\u03BC < \mupmu math.unicode-math
\u03BC = \mu math
\u03BD < \mupnu math.unicode-math
\u03BD = \nu math
\u03BE < \mupxi math.unicode-math
\u03BE = \xi math
\u03BF = \mupomicron math.unicode-math
\u03BF > o math stopgap
\u03C0 < \muppi math.unicode-math
\u03C0 < \textpi text.textcomp
\u03C0 = \pi math
\u03C1 < \muprho math.unicode-math
\u1D70C > \rho math
\u03C1 = \rho math
\u03C2 < \mupvarsigma math.unicode-math
\u03C2 = \varsigma math
\u03C3 < \mupsigma math.unicode-math
\u03C3 = \sigma math
\u03C4 < \muptau math.unicode-math
\u03C4 = \tau math
\u03C5 < \mupupsilon math.unicode-math
\u03C5 = \upsilon math
\u03C6 < \mupvarphi math.unicode-math
\u03C6 = \varphi math
\u03C7 < \mupchi math.unicode-math
\u03C7 = \chi math
\u03C8 < \muppsi math.unicode-math
\u03C8 = \psi math
\u03C9 < \mupomega math.unicode-math
\u03C9 = \omega math
\u03B9\u0308 = \ddot{\iota} math
\u03C5\u0308 = \ddot{\upsilon} math
## ό > \'o text
\u03C5\u0301 = \acute{\upsilon} math
\u03C9\u0301 = \acute{\omega} math
\u03D0 = \Pisymbol{ppi022}{87} text
\u03D0 = \varbeta math.MinionPro
\u03D0 = \varbeta math.unicode-math
\u03D1 < \mupvartheta math.unicode-math
\u03D1 = \textvartheta text
\u03D1 = \vartheta math
\u03D2 > \Upsilon math
\u03D5 < \mupphi math.unicode-math
\u03D5 = \phi math
\u03D6 < \mupvarpi math.unicode-math
\u03D6 = \varpi math
\u03D8 = \Qoppa math
\u03D9 = \qoppa math
\u03DA = \Stigma math
\u03DB = \stigma math
\u03DC < \upDigamma math.unicode-math
\u03DC = \Digamma math
\u03DD < \updigamma math.unicode-math
\u03DD = \digamma math
\u03DE = \Koppa math
\u03DF = \koppa math
\u03E0 = \Sampi math
\u03E1 = \sampi math
\u03F0 < \mupvarkappa math.unicode-math
\u03F0 = \varkappa math.MinionPro
\u03F0 = \varkappa math.unicode-math
\u03F1 < \mupvarrho math.unicode-math
\u03F1 = \varrho math
\u03F4 < \mupvarTheta math.unicode-math
\u03F4 = \textTheta text
\u03F4 = \upvarTheta math
\u03F5 < \mupepsilon math.unicode-math
\u03F5 = \epsilon math
\u03F6 = \backepsilon math
\u03F6 = \upbackepsilon math.unicode-math
\u046B = \cyrchar\cyrbyus text
\u0473 = \cyrchar\cyrfita text
\u0475 = \cyrchar\cyrizh text
\u04C5 = \cyrchar\CYRLDSC text
\u04C6 = \cyrchar\cyrldsc text
\u04CD = \cyrchar\CYRMDSC text
\u04CE = \cyrchar\cyrmdsc text
\u0463 = \cyrchar\cyryat text
\u0415\u0308 = \cyrchar\CYRYO text
\u0402 = \cyrchar\CYRDJE text
\u0413\u0301 = \cyrchar{\'\CYRG} text
\u0404 = \cyrchar\CYRIE text
\u0405 = \cyrchar\CYRDZE text
\u0406 = \cyrchar\CYRII text
\u0406\u0308 = \cyrchar\CYRYI text
\u0408 = \cyrchar\CYRJE text
\u0409 = \cyrchar\CYRLJE text
\u040A = \cyrchar\CYRNJE text
\u040B = \cyrchar\CYRTSHE text
\u041A\u0301 = \cyrchar{\'\CYRK} text
\u0423\u0306 = \cyrchar\CYRUSHRT text
\u040F = \cyrchar\CYRDZHE text
\u0410 = \cyrchar\CYRA text
\u0411 = \cyrchar\CYRB text
\u0412 = \cyrchar\CYRV text
\u0413 = \cyrchar\CYRG text
\u0414 = \cyrchar\CYRD text
\u0415 = \cyrchar\CYRE text
\u0416 = \cyrchar\CYRZH text
\u0417 = \cyrchar\CYRZ text
\u0418 = \cyrchar\CYRI text
\u0418\u0306 = \cyrchar\CYRISHRT text
\u041A = \cyrchar\CYRK text
\u041B = \cyrchar\CYRL text
\u041C = \cyrchar\CYRM text
\u041D = \cyrchar\CYRN text
\u041E = \cyrchar\CYRO text
\u041F = \cyrchar\CYRP text
\u0420 = \cyrchar\CYRR text
\u0421 = \cyrchar\CYRS text
\u0422 = \cyrchar\CYRT text
\u0423 = \cyrchar\CYRU text
\u0424 = \cyrchar\CYRF text
\u0425 = \cyrchar\CYRH text
\u0426 = \cyrchar\CYRC text
\u0427 = \cyrchar\CYRCH text
\u0428 = \cyrchar\CYRSH text
\u0429 = \cyrchar\CYRSHCH text
\u042A < \bud
\u042A < \cdprime
\u042A = \cyrchar\CYRHRDSN text
\u042B = \cyrchar\CYRERY text
\u042C < \cprime
\u042C = \cyrchar\CYRSFTSN text
\u042D = \cyrchar\CYREREV text
\u042E = \cyrchar\CYRYU text
\u042F = \cyrchar\CYRYA text
\u0430 = \cyrchar\cyra text
\u0431 = \cyrchar\cyrb text
\u0432 = \cyrchar\cyrv text
\u0433 = \cyrchar\cyrg text
\u0434 = \cyrchar\cyrd text
\u0435 = \cyrchar\cyre text
\u0436 = \cyrchar\cyrzh text
\u0437 = \cyrchar\cyrz text
\u0438 = \cyrchar\cyri text
\u0438\u0306 = \cyrchar\cyrishrt text
\u043A = \cyrchar\cyrk text
\u043B = \cyrchar\cyrl text
\u043C = \cyrchar\cyrm text
\u043D = \cyrchar\cyrn text
\u043E = \cyrchar\cyro text
\u043F = \cyrchar\cyrp text
\u0440 = \cyrchar\cyrr text
\u0441 = \cyrchar\cyrs text
\u0442 = \cyrchar\cyrt text
\u0443 = \cyrchar\cyru text
\u0444 = \cyrchar\cyrf text
\u0445 = \cyrchar\cyrh text
\u0446 = \cyrchar\cyrc text
\u0447 = \cyrchar\cyrch text
\u0448 = \cyrchar\cyrsh text
\u0449 = \cyrchar\cyrshch text
\u044A = \cyrchar\cyrhrdsn text
\u044B = \cyrchar\cyrery text
\u044C = \cyrchar\cyrsftsn text
\u044D = \cyrchar\cyrerev text
\u044E = \cyrchar\cyryu text
\u044F = \cyrchar\cyrya text
\u0435\u0308 = \cyrchar\cyryo text
\u0452 = \cyrchar\cyrdje text
\u0433\u0301 = \cyrchar{\'\cyrg} text
\u0454 = \cyrchar\cyrie text
\u0455 = \cyrchar\cyrdze text
\u0456 = \cyrchar\cyrii text
\u0456\u0308 = \cyrchar\cyryi text
\u0458 = \cyrchar\cyrje text
\u0459 = \cyrchar\cyrlje text
\u045A = \cyrchar\cyrnje text
\u045B = \cyrchar\cyrtshe text
\u043A\u0301 = \cyrchar{\'\cyrk} text
\u0443\u0306 = \cyrchar\cyrushrt text
\u045F = \cyrchar\cyrdzhe text
\u0460 = \cyrchar\CYROMEGA text
\u0461 = \cyrchar\cyromega text
\u0462 = \cyrchar\CYRYAT text
\u0464 = \cyrchar\CYRIOTE text
\u0465 = \cyrchar\cyriote text
\u0466 = \cyrchar\CYRLYUS text
\u0467 = \cyrchar\cyrlyus text
\u0468 = \cyrchar\CYRIOTLYUS text
\u0469 = \cyrchar\cyriotlyus text
\u046A = \cyrchar\CYRBYUS text
\u046C = \cyrchar\CYRIOTBYUS text
\u046D = \cyrchar\cyriotbyus text
\u046E = \cyrchar\CYRKSI text
\u046F = \cyrchar\cyrksi text
\u0470 = \cyrchar\CYRPSI text
\u0471 = \cyrchar\cyrpsi text
\u0472 = \cyrchar\CYRFITA text
\u0474 = \cyrchar\CYRIZH text
\u0478 = \cyrchar\CYRUK text
\u0479 = \cyrchar\cyruk text
\u047A = \cyrchar\CYROMEGARND text
\u047B = \cyrchar\cyromegarnd text
\u047C = \cyrchar\CYROMEGATITLO text
\u047D = \cyrchar\cyromegatitlo text
\u047E = \cyrchar\CYROT text
\u047F = \cyrchar\cyrot text
\u0480 = \cyrchar\CYRKOPPA text
\u0481 = \cyrchar\cyrkoppa text
\u0482 = \cyrchar\cyrthousands text
\u0488 = \cyrchar\cyrhundredthousands text
\u0489 = \cyrchar\cyrmillions text
\u048C = \cyrchar\CYRSEMISFTSN text
\u048D = \cyrchar\cyrsemisftsn text
\u048E = \cyrchar\CYRRTICK text
\u048F = \cyrchar\cyrrtick text
\u0490 = \cyrchar\CYRGUP text
\u0491 = \cyrchar\cyrgup text
\u0492 = \cyrchar\CYRGHCRS text
\u0493 = \cyrchar\cyrghcrs text
\u0494 = \cyrchar\CYRGHK text
\u0495 = \cyrchar\cyrghk text
\u0496 = \cyrchar\CYRZHDSC text
\u0497 = \cyrchar\cyrzhdsc text
\u0498 = \cyrchar\CYRZDSC text
\u0499 = \cyrchar\cyrzdsc text
\u049A = \cyrchar\CYRKDSC text
\u049B = \cyrchar\cyrkdsc text
\u049C = \cyrchar\CYRKVCRS text
\u049D = \cyrchar\cyrkvcrs text
\u049E = \cyrchar\CYRKHCRS text
\u049F = \cyrchar\cyrkhcrs text
\u04A0 = \cyrchar\CYRKBEAK text
\u04A1 = \cyrchar\cyrkbeak text
\u04A2 = \cyrchar\CYRNDSC text
\u04A3 = \cyrchar\cyrndsc text
\u04A4 = \cyrchar\CYRNG text
\u04A5 = \cyrchar\cyrng text
\u04A6 = \cyrchar\CYRPHK text
\u04A7 = \cyrchar\cyrphk text
\u04A8 = \cyrchar\CYRABHHA text
\u04A9 = \cyrchar\cyrabhha text
\u04AA = \cyrchar\CYRSDSC text
\u04AB = \cyrchar\cyrsdsc text
\u04AC = \cyrchar\CYRTDSC text
\u04AD = \cyrchar\cyrtdsc text
\u04AE = \cyrchar\CYRY text
\u04AF = \cyrchar\cyry text
\u04B0 = \cyrchar\CYRYHCRS text
\u04B1 = \cyrchar\cyryhcrs text
\u04B2 = \cyrchar\CYRHDSC text
\u04B3 = \cyrchar\cyrhdsc text
\u04B4 = \cyrchar\CYRTETSE text
\u04B5 = \cyrchar\cyrtetse text
\u04B6 = \cyrchar\CYRCHRDSC text
\u04B7 = \cyrchar\cyrchrdsc text
\u04B8 = \cyrchar\CYRCHVCRS text
\u04B9 = \cyrchar\cyrchvcrs text
\u04BA = \cyrchar\CYRSHHA text
\u04BB = \cyrchar\cyrshha text
\u04BC = \cyrchar\CYRABHCH text
\u04BD = \cyrchar\cyrabhch text
\u04BE = \cyrchar\CYRABHCHDSC text
\u04BF = \cyrchar\cyrabhchdsc text
\u04C0 = \cyrchar\CYRpalochka text
\u04C3 = \cyrchar\CYRKHK text
\u04C4 = \cyrchar\cyrkhk text
\u04C7 = \cyrchar\CYRNHK text
\u04C8 = \cyrchar\cyrnhk text
\u04CB = \cyrchar\CYRCHLDSC text
\u04CC = \cyrchar\cyrchldsc text
\u04D4 = \cyrchar\CYRAE text
\u04D5 = \cyrchar\cyrae text
